split,sample_id,signer_id,label,take,frames
train,S004_20260820_190636_20_004,S004,ㅏ,4,12
train,S002_20260817_225500_20_004,S002,ㅏ,4,12
train,S001_20_009,S001,ㅏ,9,12
train,S001_20_010,S001,ㅏ,10,12
train,S003_20260818_154538_20_016,S003,ㅏ,16,12
train,S004_20260820_190636_20_009,S004,ㅏ,9,12
train,S003_20260818_154538_20_017,S003,ㅏ,17,12
train,S001_20_003,S001,ㅏ,3,12
train,S003_20260818_154538_20_018,S003,ㅏ,18,12
train,S002_20260817_225500_20_007,S002,ㅏ,7,12
train,S002_20260817_225500_20_005,S002,ㅏ,5,12
train,S003_20260818_154538_20_012,S003,ㅏ,12,12
train,S004_20260820_190636_20_001,S004,ㅏ,1,12
train,S004_20260820_190636_20_008,S004,ㅏ,8,12
train,S003_20260818_154538_20_013,S003,ㅏ,13,12
train,S003_20260818_154538_20_014,S003,ㅏ,14,12
train,S002_20260817_225500_20_003,S002,ㅏ,3,12
train,S003_20260818_154538_20_001,S003,ㅏ,1,11
train,S002_20260817_225500_20_001,S002,ㅏ,1,12
train,S001_20_004,S001,ㅏ,4,12
train,S001_20_005,S001,ㅏ,5,12
train,S004_20260820_190636_20_005,S004,ㅏ,5,12
train,S001_20_007,S001,ㅏ,7,12
train,S001_20_006,S001,ㅏ,6,12
train,S003_20260818_154538_20_019,S003,ㅏ,19,12
train,S004_20260820_190636_20_007,S004,ㅏ,7,12
train,S003_20260818_154538_20_011,S003,ㅏ,11,12
train,S004_20260820_190636_20_006,S004,ㅏ,6,12
train,S004_20260820_190636_20_002,S004,ㅏ,2,12
train,S001_21_004,S001,ㅑ,4,12
train,S002_20260817_225500_21_003,S002,ㅑ,3,12
train,S003_20260818_154538_21_002,S003,ㅑ,2,12
train,S003_20260818_154538_21_005,S003,ㅑ,5,12
train,S002_20260817_225500_21_001,S002,ㅑ,1,12
train,S002_20260817_225500_21_005,S002,ㅑ,5,12
train,S003_20260818_154538_21_003,S003,ㅑ,3,12
train,S003_20260818_154538_21_010,S003,ㅑ,10,12
train,S002_20260817_225500_21_004,S002,ㅑ,4,12
train,S004_20260820_190636_21_001,S004,ㅑ,1,12
train,S001_21_002,S001,ㅑ,2,12
train,S004_20260820_190636_21_003,S004,ㅑ,3,12
train,S003_20260818_154538_21_001,S003,ㅑ,1,12
train,S002_20260817_225500_21_007,S002,ㅑ,7,12
train,S002_20260817_225500_21_006,S002,ㅑ,6,12
train,S003_20260818_154538_21_008,S003,ㅑ,8,12
train,S003_20260818_154538_21_007,S003,ㅑ,7,12
train,S001_21_005,S001,ㅑ,5,12
train,S001_21_007,S001,ㅑ,7,12
train,S001_21_010,S001,ㅑ,10,12
train,S003_20260818_154538_21_011,S003,ㅑ,11,12
train,S004_20260820_190636_21_010,S004,ㅑ,10,12
train,S003_20260818_154538_21_004,S003,ㅑ,4,12
train,S004_20260820_190636_21_004,S004,ㅑ,4,12
train,S002_20260817_225500_21_010,S002,ㅑ,10,12
train,S004_20260820_190636_21_006,S004,ㅑ,6,12
train,S002_20260817_225500_21_002,S002,ㅑ,2,12
train,S004_20260820_190636_21_008,S004,ㅑ,8,12
train,S003_20260818_154538_21_009,S003,ㅑ,9,12
train,S004_20260820_190636_21_007,S004,ㅑ,7,12
train,S001_21_009,S001,ㅑ,9,12
train,S001_21_008,S001,ㅑ,8,12
train,S001_21_006,S001,ㅑ,6,12
train,S004_20260820_190636_21_009,S004,ㅑ,9,12
train,S002_20260817_225500_21_009,S002,ㅑ,9,12
train,S001_21_011,S001,ㅑ,11,12
train,S001_21_003,S001,ㅑ,3,12
train,S002_20260817_225500_21_008,S002,ㅑ,8,12
train,S004_20260820_190636_21_002,S004,ㅑ,2,12
train,S004_20260820_190636_22_005,S004,ㅓ,5,12
train,S002_20260817_225500_22_002,S002,ㅓ,2,11
train,S001_22_005,S001,ㅓ,5,12
train,S003_20260818_154538_22_001,S003,ㅓ,1,10
train,S003_20260818_154538_22_003,S003,ㅓ,3,10
train,S004_20260820_190636_22_002,S004,ㅓ,2,12
train,S004_20260820_190636_22_008,S004,ㅓ,8,12
train,S002_20260817_225500_22_005,S002,ㅓ,5,12
train,S003_20260818_154538_22_004,S003,ㅓ,4,10
train,S001_22_006,S001,ㅓ,6,12
train,S002_20260817_225500_22_009,S002,ㅓ,9,12
train,S001_22_003,S001,ㅓ,3,12
train,S001_22_008,S001,ㅓ,8,12
train,S004_20260820_190636_22_009,S004,ㅓ,9,12
train,S002_20260817_225500_22_003,S002,ㅓ,3,11
train,S004_20260820_190636_22_003,S004,ㅓ,3,12
train,S004_20260820_190636_22_006,S004,ㅓ,6,12
train,S004_20260820_190636_22_004,S004,ㅓ,4,12
train,S004_20260820_190636_22_007,S004,ㅓ,7,10
train,S002_20260817_225500_22_007,S002,ㅓ,7,11
train,S001_22_001,S001,ㅓ,1,12
train,S003_20260818_154538_22_006,S003,ㅓ,6,10
train,S003_20260818_154538_22_005,S003,ㅓ,5,11
train,S001_22_007,S001,ㅓ,7,12
train,S001_22_004,S001,ㅓ,4,12
train,S004_20260820_190636_22_010,S004,ㅓ,10,12
train,S001_22_009,S001,ㅓ,9,12
train,S003_20260818_154538_22_002,S003,ㅓ,2,10
train,S004_20260820_190636_22_001,S004,ㅓ,1,12
train,S001_22_010,S001,ㅓ,10,12
train,S002_20260817_225500_22_008,S002,ㅓ,8,12
train,S003_20260818_154538_22_009,S003,ㅓ,9,12
train,S002_20260817_225500_22_006,S002,ㅓ,6,11
train,S002_20260817_225500_22_010,S002,ㅓ,10,10
train,S003_20260818_154538_22_007,S003,ㅓ,7,8
train,S001_22_002,S001,ㅓ,2,12
train,S002_20260817_225500_22_004,S002,ㅓ,4,10
train,S003_20260818_154538_23_008,S003,ㅕ,8,11
train,S003_20260818_154538_23_006,S003,ㅕ,6,9
train,S002_20260817_225500_23_003,S002,ㅕ,3,12
train,S004_20260820_190636_23_005,S004,ㅕ,5,11
train,S004_20260820_190636_23_001,S004,ㅕ,1,12
train,S003_20260818_154538_23_010,S003,ㅕ,10,9
train,S004_20260820_190636_23_003,S004,ㅕ,3,12
train,S004_20260820_190636_23_004,S004,ㅕ,4,12
train,S001_23_001,S001,ㅕ,1,12
train,S004_20260820_190636_23_002,S004,ㅕ,2,12
train,S003_20260818_154538_23_007,S003,ㅕ,7,11
train,S001_23_005,S001,ㅕ,5,12
train,S002_20260817_225500_23_005,S002,ㅕ,5,11
train,S002_20260817_225500_23_004,S002,ㅕ,4,11
train,S001_23_010,S001,ㅕ,10,12
train,S001_23_007,S001,ㅕ,7,12
train,S001_23_006,S001,ㅕ,6,12
train,S004_20260820_190636_23_006,S004,ㅕ,6,12
train,S001_23_008,S001,ㅕ,8,12
train,S003_20260818_154538_23_002,S003,ㅕ,2,8
train,S004_20260820_190636_23_010,S004,ㅕ,10,12
train,S001_23_004,S001,ㅕ,4,12
train,S002_20260817_225500_23_010,S002,ㅕ,10,11
train,S002_20260817_225500_23_009,S002,ㅕ,9,10
train,S001_23_009,S001,ㅕ,9,12
train,S003_20260818_154538_23_004,S003,ㅕ,4,6
train,S004_20260820_190636_23_008,S004,ㅕ,8,12
train,S001_23_002,S001,ㅕ,2,12
train,S004_20260820_190636_23_007,S004,ㅕ,7,12
train,S002_20260817_225500_23_002,S002,ㅕ,2,12
train,S004_20260820_190636_23_009,S004,ㅕ,9,12
train,S001_23_011,S001,ㅕ,11,12
train,S002_20260817_225500_23_001,S002,ㅕ,1,12
train,S003_20260818_154538_23_009,S003,ㅕ,9,10
train,S001_23_003,S001,ㅕ,3,12
train,S002_20260817_225500_23_008,S002,ㅕ,8,12
train,S003_20260818_154538_23_003,S003,ㅕ,3,10
train,S002_20260817_225500_23_007,S002,ㅕ,7,12
train,S003_20260818_154538_24_010,S003,ㅗ,10,10
train,S001_24_003,S001,ㅗ,3,12
train,S002_20260817_225500_24_009,S002,ㅗ,9,11
train,S001_24_005,S001,ㅗ,5,12
train,S001_24_011,S001,ㅗ,11,12
train,S001_24_006,S001,ㅗ,6,12
train,S001_24_008,S001,ㅗ,8,12
train,S001_24_009,S001,ㅗ,9,12
train,S001_24_004,S001,ㅗ,4,12
train,S002_20260817_225500_24_006,S002,ㅗ,6,11
train,S002_20260817_225500_24_002,S002,ㅗ,2,12
train,S004_20260820_190636_24_008,S004,ㅗ,8,12
train,S002_20260817_225500_24_001,S002,ㅗ,1,12
train,S002_20260817_225500_24_007,S002,ㅗ,7,10
train,S004_20260820_190636_24_010,S004,ㅗ,10,11
train,S003_20260818_154538_24_008,S003,ㅗ,8,7
train,S003_20260818_154538_24_009,S003,ㅗ,9,7
train,S001_24_010,S001,ㅗ,10,12
train,S001_24_007,S001,ㅗ,7,12
train,S003_20260818_154538_24_002,S003,ㅗ,2,9
train,S002_20260817_225500_24_004,S002,ㅗ,4,12
train,S002_20260817_225500_24_010,S002,ㅗ,10,11
train,S004_20260820_190636_24_007,S004,ㅗ,7,12
train,S002_20260817_225500_24_005,S002,ㅗ,5,12
train,S004_20260820_190636_24_002,S004,ㅗ,2,12
train,S004_20260820_190636_24_006,S004,ㅗ,6,11
train,S001_24_002,S001,ㅗ,2,12
train,S003_20260818_154538_24_007,S003,ㅗ,7,8
train,S004_20260820_190636_24_009,S004,ㅗ,9,12
train,S002_20260817_225500_24_003,S002,ㅗ,3,12
train,S004_20260820_190636_24_005,S004,ㅗ,5,12
train,S004_20260820_190636_24_003,S004,ㅗ,3,12
train,S003_20260818_154538_24_001,S003,ㅗ,1,11
train,S002_20260817_225500_25_010,S002,ㅛ,10,9
train,S002_20260817_225500_25_009,S002,ㅛ,9,11
train,S002_20260817_225500_25_001,S002,ㅛ,1,12
train,S002_20260817_225500_25_006,S002,ㅛ,6,8
train,S002_20260817_225500_25_005,S002,ㅛ,5,10
train,S004_20260820_190636_25_005,S004,ㅛ,5,12
train,S003_20260818_154538_25_002,S003,ㅛ,2,12
train,S004_20260820_190636_25_009,S004,ㅛ,9,12
train,S004_20260820_190636_25_010,S004,ㅛ,10,12
train,S002_20260817_225500_25_007,S002,ㅛ,7,8
train,S001_25_004,S001,ㅛ,4,12
train,S002_20260817_225500_25_003,S002,ㅛ,3,9
train,S001_25_003,S001,ㅛ,3,12
train,S003_20260818_154538_25_008,S003,ㅛ,8,12
train,S002_20260817_225500_25_002,S002,ㅛ,2,12
train,S001_25_009,S001,ㅛ,9,12
train,S004_20260820_190636_25_008,S004,ㅛ,8,12
train,S003_20260818_154538_25_004,S003,ㅛ,4,11
train,S002_20260817_225500_25_008,S002,ㅛ,8,6
train,S004_20260820_190636_25_003,S004,ㅛ,3,12
train,S003_20260818_154538_25_007,S003,ㅛ,7,12
train,S004_20260820_190636_25_001,S004,ㅛ,1,12
train,S004_20260820_190636_25_004,S004,ㅛ,4,12
train,S002_20260817_225500_25_004,S002,ㅛ,4,12
train,S001_25_001,S001,ㅛ,1,12
train,S003_20260818_154538_25_003,S003,ㅛ,3,11
train,S001_25_006,S001,ㅛ,6,12
train,S001_25_005,S001,ㅛ,5,12
train,S001_25_002,S001,ㅛ,2,12
train,S004_20260820_190636_25_006,S004,ㅛ,6,12
train,S004_20260820_190636_25_007,S004,ㅛ,7,12
train,S003_20260818_154538_25_009,S003,ㅛ,9,12
train,S003_20260818_154538_25_006,S003,ㅛ,6,12
train,S003_20260818_154538_25_001,S003,ㅛ,1,11
train,S001_25_010,S001,ㅛ,10,12
train,S004_20260820_190636_25_002,S004,ㅛ,2,12
train,S003_20260818_154538_25_010,S003,ㅛ,10,8
train,S001_26_002,S001,ㅜ,2,12
train,S004_20260820_190636_26_003,S004,ㅜ,3,11
train,S003_20260818_154538_26_004,S003,ㅜ,4,6
train,S001_26_009,S001,ㅜ,9,10
train,S002_20260817_225500_26_010,S002,ㅜ,10,12
train,S004_20260820_190636_26_004,S004,ㅜ,4,11
train,S002_20260817_225500_26_006,S002,ㅜ,6,12
train,S001_26_003,S001,ㅜ,3,12
train,S004_20260820_190636_26_008,S004,ㅜ,8,12
train,S002_20260817_225500_26_008,S002,ㅜ,8,12
train,S004_20260820_190636_26_001,S004,ㅜ,1,8
train,S002_20260817_225500_26_001,S002,ㅜ,1,10
train,S004_20260820_190636_26_010,S004,ㅜ,10,12
train,S001_26_010,S001,ㅜ,10,12
train,S001_26_006,S001,ㅜ,6,12
train,S001_26_007,S001,ㅜ,7,12
train,S004_20260820_190636_26_006,S004,ㅜ,6,12
train,S004_20260820_190636_26_007,S004,ㅜ,7,12
train,S003_20260818_154538_26_009,S003,ㅜ,9,7
train,S002_20260817_225500_26_003,S002,ㅜ,3,7
train,S002_20260817_225500_26_004,S002,ㅜ,4,10
train,S004_20260820_190636_26_002,S004,ㅜ,2,12
train,S001_26_011,S001,ㅜ,11,11
train,S003_20260818_154538_26_002,S003,ㅜ,2,7
train,S001_26_004,S001,ㅜ,4,12
train,S002_20260817_225500_26_009,S002,ㅜ,9,11
train,S002_20260817_225500_26_005,S002,ㅜ,5,11
train,S001_26_001,S001,ㅜ,1,12
train,S002_20260817_225500_26_007,S002,ㅜ,7,10
train,S003_20260818_154538_26_008,S003,ㅜ,8,6
train,S004_20260820_190636_26_009,S004,ㅜ,9,12
train,S002_20260817_225500_27_010,S002,ㅠ,10,10
train,S003_20260818_154538_27_001,S003,ㅠ,1,10
train,S002_20260817_225500_27_001,S002,ㅠ,1,9
train,S001_27_001,S001,ㅠ,1,12
train,S001_27_008,S001,ㅠ,8,12
train,S002_20260817_225500_27_006,S002,ㅠ,6,9
train,S003_20260818_154538_27_010,S003,ㅠ,10,6
train,S001_27_002,S001,ㅠ,2,12
train,S001_27_006,S001,ㅠ,6,12
train,S003_20260818_154538_27_007,S003,ㅠ,7,7
train,S001_27_007,S001,ㅠ,7,12
train,S001_27_005,S001,ㅠ,5,12
train,S002_20260817_225500_27_002,S002,ㅠ,2,11
train,S001_27_010,S001,ㅠ,10,12
train,S004_20260820_190636_27_007,S004,ㅠ,7,11
train,S003_20260818_154538_27_002,S003,ㅠ,2,10
train,S004_20260820_190636_27_001,S004,ㅠ,1,11
train,S004_20260820_190636_27_002,S004,ㅠ,2,12
train,S002_20260817_225500_27_008,S002,ㅠ,8,9
train,S002_20260817_225500_27_003,S002,ㅠ,3,11
train,S001_27_003,S001,ㅠ,3,12
train,S004_20260820_190636_27_010,S004,ㅠ,10,12
train,S001_27_009,S001,ㅠ,9,12
train,S004_20260820_190636_27_003,S004,ㅠ,3,10
train,S003_20260818_154538_27_003,S003,ㅠ,3,10
train,S002_20260817_225500_27_005,S002,ㅠ,5,8
train,S004_20260820_190636_27_009,S004,ㅠ,9,12
train,S002_20260817_225500_27_004,S002,ㅠ,4,12
train,S003_20260818_154538_27_006,S003,ㅠ,6,9
train,S004_20260820_190636_27_008,S004,ㅠ,8,11
train,S004_20260820_190636_27_006,S004,ㅠ,6,10
train,S004_20260820_190636_27_005,S004,ㅠ,5,8
train,S004_20260820_190636_27_004,S004,ㅠ,4,10
train,S002_20260817_225500_27_007,S002,ㅠ,7,11
train,S003_20260818_154538_27_004,S003,ㅠ,4,9
train,S003_20260818_154538_27_005,S003,ㅠ,5,9
train,S001_28_005,S001,ㅡ,5,12
train,S004_20260820_190636_28_010,S004,ㅡ,10,12
train,S001_28_002,S001,ㅡ,2,12
train,S004_20260820_190636_28_006,S004,ㅡ,6,12
train,S002_20260817_225500_28_010,S002,ㅡ,10,12
train,S002_20260817_225500_28_007,S002,ㅡ,7,12
train,S001_28_004,S001,ㅡ,4,12
train,S004_20260820_190636_28_002,S004,ㅡ,2,12
train,S003_20260818_154538_28_002,S003,ㅡ,2,11
train,S003_20260818_154538_28_008,S003,ㅡ,8,11
train,S002_20260817_225500_28_004,S002,ㅡ,4,12
train,S004_20260820_190636_28_009,S004,ㅡ,9,12
train,S002_20260817_225500_28_006,S002,ㅡ,6,12
train,S004_20260820_190636_28_008,S004,ㅡ,8,12
train,S002_20260817_225500_28_001,S002,ㅡ,1,12
train,S002_20260817_225500_28_002,S002,ㅡ,2,12
train,S003_20260818_154538_28_003,S003,ㅡ,3,9
train,S003_20260818_154538_28_004,S003,ㅡ,4,11
train,S003_20260818_154538_28_006,S003,ㅡ,6,10
train,S002_20260817_225500_28_008,S002,ㅡ,8,12
train,S002_20260817_225500_28_003,S002,ㅡ,3,12
train,S001_28_009,S001,ㅡ,9,12
train,S003_20260818_154538_28_010,S003,ㅡ,10,9
train,S002_20260817_225500_28_009,S002,ㅡ,9,12
train,S004_20260820_190636_28_004,S004,ㅡ,4,12
train,S001_28_007,S001,ㅡ,7,12
train,S004_20260820_190636_28_007,S004,ㅡ,7,12
train,S001_28_006,S001,ㅡ,6,12
train,S001_28_010,S001,ㅡ,10,12
train,S003_20260818_154538_28_005,S003,ㅡ,5,10
train,S004_20260820_190636_28_001,S004,ㅡ,1,12
train,S003_20260818_154538_28_001,S003,ㅡ,1,11
train,S002_20260817_225500_28_005,S002,ㅡ,5,12
train,S001_28_003,S001,ㅡ,3,12
train,S003_20260818_154538_28_009,S003,ㅡ,9,10
train,S001_28_001,S001,ㅡ,1,12
train,S004_20260820_190636_28_005,S004,ㅡ,5,12
train,S004_20260820_190636_29_002,S004,ㅣ,2,12
train,S001_29_002,S001,ㅣ,2,12
train,S002_20260817_225500_29_002,S002,ㅣ,2,12
train,S004_20260820_190636_29_007,S004,ㅣ,7,12
train,S002_20260817_225500_29_005,S002,ㅣ,5,12
train,S001_29_001,S001,ㅣ,1,12
train,S001_29_004,S001,ㅣ,4,12
train,S002_20260817_225500_29_006,S002,ㅣ,6,12
train,S001_29_005,S001,ㅣ,5,12
train,S001_29_009,S001,ㅣ,9,12
train,S001_29_006,S001,ㅣ,6,12
train,S004_20260820_190636_29_004,S004,ㅣ,4,12
train,S003_20260818_154538_29_001,S003,ㅣ,1,9
train,S001_29_003,S001,ㅣ,3,12
train,S001_29_007,S001,ㅣ,7,12
train,S003_20260818_154538_29_002,S003,ㅣ,2,9
train,S004_20260820_190636_29_001,S004,ㅣ,1,12
train,S004_20260820_190636_29_006,S004,ㅣ,6,12
train,S002_20260817_225500_29_001,S002,ㅣ,1,12
train,S004_20260820_190636_29_005,S004,ㅣ,5,12
train,S001_29_011,S001,ㅣ,11,12
train,S002_20260817_225500_29_009,S002,ㅣ,9,12
train,S002_20260817_225500_29_004,S002,ㅣ,4,12
train,S003_20260818_154538_29_005,S003,ㅣ,5,10
train,S002_20260817_225500_29_008,S002,ㅣ,8,12
train,S002_20260817_225500_29_003,S002,ㅣ,3,12
train,S002_20260817_225500_29_010,S002,ㅣ,10,12
train,S004_20260820_190636_29_008,S004,ㅣ,8,12
train,S003_20260818_154538_29_008,S003,ㅣ,8,8
train,S002_20260817_225500_29_007,S002,ㅣ,7,12
train,S001_29_010,S001,ㅣ,10,12
train,S003_20260818_154538_29_004,S003,ㅣ,4,11
train,S001_29_008,S001,ㅣ,8,12
train,S004_20260820_190636_29_010,S004,ㅣ,10,12
train,S004_20260820_190636_30_007,S004,ㅐ,7,12
train,S004_20260820_190636_30_009,S004,ㅐ,9,12
train,S002_20260817_225500_30_002,S002,ㅐ,2,12
train,S002_20260817_225500_30_007,S002,ㅐ,7,12
train,S001_30_005,S001,ㅐ,5,12
train,S004_20260820_190636_30_008,S004,ㅐ,8,12
train,S003_20260818_154538_30_007,S003,ㅐ,7,8
train,S004_20260820_190636_30_003,S004,ㅐ,3,12
train,S002_20260817_225500_30_003,S002,ㅐ,3,12
train,S002_20260817_225500_30_008,S002,ㅐ,8,12
train,S001_30_004,S001,ㅐ,4,12
train,S003_20260818_154538_30_009,S003,ㅐ,9,6
train,S002_20260817_225500_30_001,S002,ㅐ,1,12
train,S003_20260818_154538_30_001,S003,ㅐ,1,9
train,S002_20260817_225500_30_006,S002,ㅐ,6,12
train,S001_30_003,S001,ㅐ,3,12
train,S001_30_010,S001,ㅐ,10,12
train,S004_20260820_190636_30_002,S004,ㅐ,2,12
train,S004_20260820_190636_30_005,S004,ㅐ,5,12
train,S004_20260820_190636_30_001,S004,ㅐ,1,12
train,S002_20260817_225500_30_004,S002,ㅐ,4,12
train,S003_20260818_154538_30_002,S003,ㅐ,2,8
train,S002_20260817_225500_30_010,S002,ㅐ,10,12
train,S001_30_007,S001,ㅐ,7,12
train,S003_20260818_154538_30_010,S003,ㅐ,10,6
train,S004_20260820_190636_30_006,S004,ㅐ,6,12
train,S002_20260817_225500_30_009,S002,ㅐ,9,12
train,S001_30_008,S001,ㅐ,8,12
train,S002_20260817_225500_30_005,S002,ㅐ,5,12
train,S001_30_011,S001,ㅐ,11,12
train,S001_30_002,S001,ㅐ,2,12
train,S001_30_009,S001,ㅐ,9,12
train,S004_20260820_190636_30_010,S004,ㅐ,10,12
train,S001_30_006,S001,ㅐ,6,12
train,S004_20260820_190636_30_004,S004,ㅐ,4,12
train,S002_20260817_225500_31_007,S002,ㅒ,7,12
train,S001_31_007,S001,ㅒ,7,12
train,S003_20260818_154538_31_005,S003,ㅒ,5,9
train,S004_20260820_190636_31_001,S004,ㅒ,1,12
train,S001_31_006,S001,ㅒ,6,12
train,S004_20260820_190636_31_003,S004,ㅒ,3,12
train,S001_31_010,S001,ㅒ,10,12
train,S001_31_009,S001,ㅒ,9,12
train,S003_20260818_154538_31_003,S003,ㅒ,3,8
train,S003_20260818_154538_31_002,S003,ㅒ,2,6
train,S002_20260817_225500_31_003,S002,ㅒ,3,12
train,S002_20260817_225500_31_009,S002,ㅒ,9,12
train,S004_20260820_190636_31_006,S004,ㅒ,6,12
train,S004_20260820_190636_31_004,S004,ㅒ,4,12
train,S004_20260820_190636_31_009,S004,ㅒ,9,12
train,S001_31_005,S001,ㅒ,5,12
train,S001_31_011,S001,ㅒ,11,12
train,S003_20260818_154538_31_009,S003,ㅒ,9,6
train,S004_20260820_190636_31_007,S004,ㅒ,7,12
train,S001_31_003,S001,ㅒ,3,12
train,S001_31_012,S001,ㅒ,12,12
train,S001_31_001,S001,ㅒ,1,12
train,S002_20260817_225500_31_010,S002,ㅒ,10,12
train,S004_20260820_190636_31_005,S004,ㅒ,5,12
train,S001_31_008,S001,ㅒ,8,12
train,S003_20260818_154538_31_006,S003,ㅒ,6,9
train,S004_20260820_190636_31_002,S004,ㅒ,2,12
train,S004_20260820_190636_31_010,S004,ㅒ,10,12
train,S002_20260817_225500_31_001,S002,ㅒ,1,12
train,S002_20260817_225500_31_005,S002,ㅒ,5,12
train,S002_20260817_225500_31_006,S002,ㅒ,6,12
train,S002_20260817_225500_31_008,S002,ㅒ,8,12
train,S003_20260818_154538_31_001,S003,ㅒ,1,6
train,S002_20260817_225500_31_002,S002,ㅒ,2,12
train,S004_20260820_190636_31_008,S004,ㅒ,8,12
train,S004_20260820_190636_32_010,S004,ㅔ,10,12
train,S004_20260820_190636_32_004,S004,ㅔ,4,12
train,S002_20260817_225500_32_009,S002,ㅔ,9,12
train,S002_20260817_225500_32_002,S002,ㅔ,2,12
train,S004_20260820_190636_32_002,S004,ㅔ,2,12
train,S001_32_007,S001,ㅔ,7,12
train,S001_32_006,S001,ㅔ,6,12
train,S001_32_003,S001,ㅔ,3,12
train,S002_20260817_225500_32_003,S002,ㅔ,3,12
train,S004_20260820_190636_32_007,S004,ㅔ,7,12
train,S002_20260817_225500_32_005,S002,ㅔ,5,12
train,S002_20260817_225500_32_007,S002,ㅔ,7,12
train,S001_32_001,S001,ㅔ,1,12
train,S002_20260817_225500_32_006,S002,ㅔ,6,12
train,S001_32_010,S001,ㅔ,10,12
train,S001_32_002,S001,ㅔ,2,12
train,S002_20260817_225500_32_010,S002,ㅔ,10,12
train,S004_20260820_190636_32_003,S004,ㅔ,3,12
train,S002_20260817_225500_32_004,S002,ㅔ,4,12
train,S004_20260820_190636_32_001,S004,ㅔ,1,10
train,S004_20260820_190636_32_005,S004,ㅔ,5,12
train,S002_20260817_225500_32_001,S002,ㅔ,1,12
train,S004_20260820_190636_32_006,S004,ㅔ,6,12
train,S001_32_009,S001,ㅔ,9,12
train,S001_32_012,S001,ㅔ,12,12
train,S001_32_005,S001,ㅔ,5,12
train,S001_32_008,S001,ㅔ,8,12
train,S001_32_004,S001,ㅔ,4,12
train,S001_32_011,S001,ㅔ,11,12
train,S003_20260818_154538_32_009,S003,ㅔ,9,6
train,S003_20260818_154538_33_005,S003,ㅖ,5,6
train,S002_20260817_225500_33_008,S002,ㅖ,8,12
train,S004_20260820_190636_33_005,S004,ㅖ,5,12
train,S002_20260817_225500_33_004,S002,ㅖ,4,11
train,S004_20260820_190636_33_002,S004,ㅖ,2,12
train,S001_33_011,S001,ㅖ,11,12
train,S001_33_013,S001,ㅖ,13,12
train,S002_20260817_225500_33_002,S002,ㅖ,2,10
train,S001_33_010,S001,ㅖ,10,12
train,S002_20260817_225500_33_011,S002,ㅖ,11,12
train,S001_33_004,S001,ㅖ,4,12
train,S002_20260817_225500_33_001,S002,ㅖ,1,10
train,S002_20260817_225500_33_005,S002,ㅖ,5,12
train,S001_33_002,S001,ㅖ,2,12
train,S001_33_009,S001,ㅖ,9,12
train,S004_20260820_190636_33_001,S004,ㅖ,1,12
train,S001_33_005,S001,ㅖ,5,12
train,S002_20260817_225500_33_009,S002,ㅖ,9,11
train,S002_20260817_225500_33_010,S002,ㅖ,10,11
train,S001_33_006,S001,ㅖ,6,12
train,S004_20260820_190636_33_003,S004,ㅖ,3,12
train,S003_20260818_154538_33_002,S003,ㅖ,2,9
train,S004_20260820_190636_33_007,S004,ㅖ,7,12
train,S004_20260820_190636_33_010,S004,ㅖ,10,12
train,S004_20260820_190636_33_008,S004,ㅖ,8,12
train,S004_20260820_190636_33_006,S004,ㅖ,6,12
train,S001_33_007,S001,ㅖ,7,12
train,S001_33_001,S001,ㅖ,1,12
train,S001_33_003,S001,ㅖ,3,12
train,S003_20260818_154538_33_010,S003,ㅖ,10,7
train,S004_20260820_190636_33_009,S004,ㅖ,9,12
train,S002_20260817_225500_33_006,S002,ㅖ,6,12
train,S002_20260817_225500_33_003,S002,ㅖ,3,11
train,S001_33_012,S001,ㅖ,12,12
train,S004_20260820_190636_34_001,S004,ㅢ,1,12
train,S003_20260818_154538_34_008,S003,ㅢ,8,7
train,S002_20260817_225500_34_006,S002,ㅢ,6,12
train,S002_20260817_225500_34_010,S002,ㅢ,10,12
train,S002_20260817_225500_34_005,S002,ㅢ,5,12
train,S004_20260820_190636_34_002,S004,ㅢ,2,12
train,S004_20260820_190636_34_008,S004,ㅢ,8,12
train,S001_34_012,S001,ㅢ,12,12
train,S001_34_006,S001,ㅢ,6,12
train,S001_34_002,S001,ㅢ,2,12
train,S003_20260818_154538_34_002,S003,ㅢ,2,11
train,S001_34_003,S001,ㅢ,3,12
train,S001_34_011,S001,ㅢ,11,12
train,S004_20260820_190636_34_003,S004,ㅢ,3,12
train,S001_34_004,S001,ㅢ,4,12
train,S004_20260820_190636_34_006,S004,ㅢ,6,12
train,S001_34_009,S001,ㅢ,9,12
train,S004_20260820_190636_34_004,S004,ㅢ,4,12
train,S001_34_010,S001,ㅢ,10,12
train,S001_34_005,S001,ㅢ,5,12
train,S003_20260818_154538_34_010,S003,ㅢ,10,7
train,S003_20260818_154538_34_007,S003,ㅢ,7,7
train,S004_20260820_190636_34_005,S004,ㅢ,5,12
train,S002_20260817_225500_34_008,S002,ㅢ,8,12
train,S001_34_007,S001,ㅢ,7,12
train,S003_20260818_154538_34_003,S003,ㅢ,3,9
train,S002_20260817_225500_34_001,S002,ㅢ,1,12
train,S003_20260818_154538_34_009,S003,ㅢ,9,6
train,S004_20260820_190636_34_009,S004,ㅢ,9,12
train,S003_20260818_154538_34_006,S003,ㅢ,6,7
train,S004_20260820_190636_34_007,S004,ㅢ,7,12
train,S003_20260818_154538_34_005,S003,ㅢ,5,6
