sample_id,label,file_path,video_frames,video_fps,sampled_frames,detected_frames,detection_rate,result,message
S001_31_002,ㅒ,S001/31_ㅒ/S001_31_002.mp4,122,30.0,12,12,1.0,ok,
S001_31_003,ㅒ,S001/31_ㅒ/S001_31_003.mp4,122,30.0,12,12,1.0,ok,
S001_31_004,ㅒ,S001/31_ㅒ/S001_31_004.mp4,122,30.0,12,12,1.0,ok,
S001_31_005,ㅒ,S001/31_ㅒ/S001_31_005.mp4,122,30.0,12,12,1.0,ok,
S001_31_006,ㅒ,S001/31_ㅒ/S001_31_006.mp4,122,30.0,12,12,1.0,ok,
S001_31_007,ㅒ,S001/31_ㅒ/S001_31_007.mp4,122,30.0,12,12,1.0,ok,
S001_31_008,ㅒ,S001/31_ㅒ/S001_31_008.mp4,122,30.0,12,12,1.0,ok,
S001_31_009,ㅒ,S001/31_ㅒ/S001_31_009.mp4,122,30.0,12,12,1.0,ok,
S001_31_010,ㅒ,S001/31_ㅒ/S001_31_010.mp4,122,30.0,12,12,1.0,ok,
S001_31_011,ㅒ,S001/31_ㅒ/S001_31_011.mp4,122,30.0,12,12,1.0,ok,
S001_31_012,ㅒ,S001/31_ㅒ/S001_31_012.mp4,122,30.0,12,12,1.0,ok,
S001_32_001,ㅔ,S001/32_ㅔ/S001_32_001.mp4,122,30.0,12,12,1.0,ok,
S001_32_002,ㅔ,S001/32_ㅔ/S001_32_002.mp4,122,30.0,12,12,1.0,ok,
S001_32_003,ㅔ,S001/32_ㅔ/S001_32_003.mp4,122,30.0,12,12,1.0,ok,
S001_32_004,ㅔ,S001/32_ㅔ/S001_32_004.mp4,122,30.0,12,12,1.0,ok,
S001_32_005,ㅔ,S001/32_ㅔ/S001_32_005.mp4,122,30.0,12,12,1.0,ok,
S001_32_006,ㅔ,S001/32_ㅔ/S001_32_006.mp4,122,30.0,12,12,1.0,ok,
S001_32_007,ㅔ,S001/32_ㅔ/S001_32_007.mp4,122,30.0,12,12,1.0,ok,
S001_32_008,ㅔ,S001/32_ㅔ/S001_32_008.mp4,122,30.0,12,12,1.0,ok,
S001_32_009,ㅔ,S001/32_ㅔ/S001_32_009.mp4,122,30.0,12,12,1.0,ok,
S001_32_010,ㅔ,S001/32_ㅔ/S001_32_010.mp4,122,30.0,12,12,1.0,ok,
S001_32_011,ㅔ,S001/32_ㅔ/S001_32_011.mp4,122,30.0,12,12,1.0,ok,
S001_32_012,ㅔ,S001/32_ㅔ/S001_32_012.mp4,122,30.0,12,12,1.0,ok,
S001_33_001,ㅖ,S001/33_ㅖ/S001_33_001.mp4,122,30.0,12,12,1.0,ok,
S001_33_002,ㅖ,S001/33_ㅖ/S001_33_002.mp4,122,30.0,12,12,1.0,ok,
S001_33_003,ㅖ,S001/33_ㅖ/S001_33_003.mp4,122,30.0,12,12,1.0,ok,
S001_33_004,ㅖ,S001/33_ㅖ/S001_33_004.mp4,122,30.0,12,12,1.0,ok,
S001_33_005,ㅖ,S001/33_ㅖ/S001_33_005.mp4,120,30.0,12,12,1.0,ok,
S001_33_006,ㅖ,S001/33_ㅖ/S001_33_006.mp4,122,30.0,12,12,1.0,ok,
S001_33_007,ㅖ,S001/33_ㅖ/S001_33_007.mp4,122,30.0,12,12,1.0,ok,
S001_33_008,ㅖ,S001/33_ㅖ/S001_33_008.mp4,122,30.0,12,12,1.0,ok,
S001_33_009,ㅖ,S001/33_ㅖ/S001_33_009.mp4,122,30.0,12,12,1.0,ok,
S001_33_010,ㅖ,S001/33_ㅖ/S001_33_010.mp4,122,30.0,12,12,1.0,ok,
S001_33_011,ㅖ,S001/33_ㅖ/S001_33_011.mp4,120,30.0,12,12,1.0,ok,
S001_33_012,ㅖ,S001/33_ㅖ/S001_33_012.mp4,121,30.0,12,12,1.0,ok,
S001_33_013,ㅖ,S001/33_ㅖ/S001_33_013.mp4,122,30.0,12,12,1.0,ok,
S001_34_002,ㅢ,S001/34_ㅢ/S001_34_002.mp4,122,30.0,12,12,1.0,ok,
S001_34_003,ㅢ,S001/34_ㅢ/S001_34_003.mp4,122,30.0,12,12,1.0,ok,
S001_34_004,ㅢ,S001/34_ㅢ/S001_34_004.mp4,122,30.0,12,12,1.0,ok,
S001_34_005,ㅢ,S001/34_ㅢ/S001_34_005.mp4,122,30.0,12,12,1.0,ok,
S001_34_006,ㅢ,S001/34_ㅢ/S001_34_006.mp4,122,30.0,12,12,1.0,ok,
S001_34_007,ㅢ,S001/34_ㅢ/S001_34_007.mp4,122,30.0,12,12,1.0,ok,
S001_34_008,ㅢ,S001/34_ㅢ/S001_34_008.mp4,122,30.0,12,12,1.0,ok,
S001_34_009,ㅢ,S001/34_ㅢ/S001_34_009.mp4,122,30.0,12,12,1.0,ok,
S001_34_010,ㅢ,S001/34_ㅢ/S001_34_010.mp4,122,30.0,12,12,1.0,ok,
S001_34_011,ㅢ,S001/34_ㅢ/S001_34_011.mp4,122,30.0,12,12,1.0,ok,
S001_34_012,ㅢ,S001/34_ㅢ/S001_34_012.mp4,122,30.0,12,12,1.0,ok,
S001_35_001,ㅚ,S001/35_ㅚ/S001_35_001.mp4,121,30.0,12,12,1.0,ok,
S001_35_002,ㅚ,S001/35_ㅚ/S001_35_002.mp4,122,30.0,12,12,1.0,ok,
S001_35_003,ㅚ,S001/35_ㅚ/S001_35_003.mp4,122,30.0,12,12,1.0,ok,
S001_35_004,ㅚ,S001/35_ㅚ/S001_35_004.mp4,122,30.0,12,12,1.0,ok,
S001_35_005,ㅚ,S001/35_ㅚ/S001_35_005.mp4,122,30.0,12,12,1.0,ok,
S001_35_006,ㅚ,S001/35_ㅚ/S001_35_006.mp4,122,30.0,12,12,1.0,ok,
S001_35_007,ㅚ,S001/35_ㅚ/S001_35_007.mp4,122,30.0,12,12,1.0,ok,
S001_35_008,ㅚ,S001/35_ㅚ/S001_35_008.mp4,122,30.0,12,12,1.0,ok,
S001_35_009,ㅚ,S001/35_ㅚ/S001_35_009.mp4,122,30.0,12,12,1.0,ok,
S001_35_010,ㅚ,S001/35_ㅚ/S001_35_010.mp4,122,30.0,12,12,1.0,ok,
S001_35_011,ㅚ,S001/35_ㅚ/S001_35_011.mp4,122,30.0,12,12,1.0,ok,
S001_35_012,ㅚ,S001/35_ㅚ/S001_35_012.mp4,122,30.0,12,12,1.0,ok,
S001_36_002,ㅟ,S001/36_ㅟ/S001_36_002.mp4,122,30.0,12,10,0.8333,ok,
S001_36_003,ㅟ,S001/36_ㅟ/S001_36_003.mp4,122,30.0,12,8,0.6667,review,detection_rate_below_0.8
S001_36_004,ㅟ,S001/36_ㅟ/S001_36_004.mp4,122,30.0,12,12,1.0,ok,
S001_36_005,ㅟ,S001/36_ㅟ/S001_36_005.mp4,122,30.0,12,12,1.0,ok,
S001_36_006,ㅟ,S001/36_ㅟ/S001_36_006.mp4,122,30.0,12,12,1.0,ok,
S001_36_007,ㅟ,S001/36_ㅟ/S001_36_007.mp4,122,30.0,12,12,1.0,ok,
S001_36_008,ㅟ,S001/36_ㅟ/S001_36_008.mp4,122,30.0,12,12,1.0,ok,
S001_36_009,ㅟ,S001/36_ㅟ/S001_36_009.mp4,122,30.0,12,12,1.0,ok,
S001_36_010,ㅟ,S001/36_ㅟ/S001_36_010.mp4,122,30.0,12,10,0.8333,ok,
S001_36_011,ㅟ,S001/36_ㅟ/S001_36_011.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_01_001,ㄱ,S002/01_ㄱ/S002_20260817_225500_01_001.mp4,121,30.0,12,11,0.9167,ok,
S002_20260817_225500_01_002,ㄱ,S002/01_ㄱ/S002_20260817_225500_01_002.mp4,122,30.0,12,9,0.75,review,detection_rate_below_0.8
S002_20260817_225500_01_003,ㄱ,S002/01_ㄱ/S002_20260817_225500_01_003.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_01_004,ㄱ,S002/01_ㄱ/S002_20260817_225500_01_004.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_01_005,ㄱ,S002/01_ㄱ/S002_20260817_225500_01_005.mp4,121,30.0,12,11,0.9167,ok,
S002_20260817_225500_01_006,ㄱ,S002/01_ㄱ/S002_20260817_225500_01_006.mp4,122,30.0,12,10,0.8333,ok,
S002_20260817_225500_01_007,ㄱ,S002/01_ㄱ/S002_20260817_225500_01_007.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_01_008,ㄱ,S002/01_ㄱ/S002_20260817_225500_01_008.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_01_009,ㄱ,S002/01_ㄱ/S002_20260817_225500_01_009.mp4,122,30.0,12,11,0.9167,ok,
S002_20260817_225500_01_010,ㄱ,S002/01_ㄱ/S002_20260817_225500_01_010.mp4,121,30.0,12,11,0.9167,ok,
S002_20260817_225500_02_001,ㄴ,S002/02_ㄴ/S002_20260817_225500_02_001.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_02_002,ㄴ,S002/02_ㄴ/S002_20260817_225500_02_002.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_02_003,ㄴ,S002/02_ㄴ/S002_20260817_225500_02_003.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_02_004,ㄴ,S002/02_ㄴ/S002_20260817_225500_02_004.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_02_005,ㄴ,S002/02_ㄴ/S002_20260817_225500_02_005.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_02_006,ㄴ,S002/02_ㄴ/S002_20260817_225500_02_006.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_02_007,ㄴ,S002/02_ㄴ/S002_20260817_225500_02_007.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_02_008,ㄴ,S002/02_ㄴ/S002_20260817_225500_02_008.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_02_009,ㄴ,S002/02_ㄴ/S002_20260817_225500_02_009.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_02_010,ㄴ,S002/02_ㄴ/S002_20260817_225500_02_010.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_03_001,ㄷ,S002/03_ㄷ/S002_20260817_225500_03_001.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_03_002,ㄷ,S002/03_ㄷ/S002_20260817_225500_03_002.mp4,120,30.0,12,12,1.0,ok,
S002_20260817_225500_03_003,ㄷ,S002/03_ㄷ/S002_20260817_225500_03_003.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_03_004,ㄷ,S002/03_ㄷ/S002_20260817_225500_03_004.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_03_005,ㄷ,S002/03_ㄷ/S002_20260817_225500_03_005.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_03_006,ㄷ,S002/03_ㄷ/S002_20260817_225500_03_006.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_03_007,ㄷ,S002/03_ㄷ/S002_20260817_225500_03_007.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_03_008,ㄷ,S002/03_ㄷ/S002_20260817_225500_03_008.mp4,119,30.0,12,12,1.0,ok,
S002_20260817_225500_03_009,ㄷ,S002/03_ㄷ/S002_20260817_225500_03_009.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_03_010,ㄷ,S002/03_ㄷ/S002_20260817_225500_03_010.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_04_001,ㄹ,S002/04_ㄹ/S002_20260817_225500_04_001.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_04_002,ㄹ,S002/04_ㄹ/S002_20260817_225500_04_002.mp4,122,30.0,12,11,0.9167,ok,
S002_20260817_225500_04_003,ㄹ,S002/04_ㄹ/S002_20260817_225500_04_003.mp4,122,30.0,12,11,0.9167,ok,
S002_20260817_225500_04_004,ㄹ,S002/04_ㄹ/S002_20260817_225500_04_004.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_04_005,ㄹ,S002/04_ㄹ/S002_20260817_225500_04_005.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_04_006,ㄹ,S002/04_ㄹ/S002_20260817_225500_04_006.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_04_007,ㄹ,S002/04_ㄹ/S002_20260817_225500_04_007.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_04_008,ㄹ,S002/04_ㄹ/S002_20260817_225500_04_008.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_04_009,ㄹ,S002/04_ㄹ/S002_20260817_225500_04_009.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_04_010,ㄹ,S002/04_ㄹ/S002_20260817_225500_04_010.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_05_001,ㅁ,S002/05_ㅁ/S002_20260817_225500_05_001.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_05_002,ㅁ,S002/05_ㅁ/S002_20260817_225500_05_002.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_05_003,ㅁ,S002/05_ㅁ/S002_20260817_225500_05_003.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_05_004,ㅁ,S002/05_ㅁ/S002_20260817_225500_05_004.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_05_005,ㅁ,S002/05_ㅁ/S002_20260817_225500_05_005.mp4,121,30.0,12,11,0.9167,ok,
S002_20260817_225500_05_006,ㅁ,S002/05_ㅁ/S002_20260817_225500_05_006.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_05_007,ㅁ,S002/05_ㅁ/S002_20260817_225500_05_007.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_05_008,ㅁ,S002/05_ㅁ/S002_20260817_225500_05_008.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_05_009,ㅁ,S002/05_ㅁ/S002_20260817_225500_05_009.mp4,66,30.0,8,8,1.0,ok,
S002_20260817_225500_05_010,ㅁ,S002/05_ㅁ/S002_20260817_225500_05_010.mp4,120,30.0,12,12,1.0,ok,
S002_20260817_225500_06_001,ㅂ,S002/06_ㅂ/S002_20260817_225500_06_001.mp4,120,30.0,12,12,1.0,ok,
S002_20260817_225500_06_002,ㅂ,S002/06_ㅂ/S002_20260817_225500_06_002.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_06_003,ㅂ,S002/06_ㅂ/S002_20260817_225500_06_003.mp4,119,30.0,12,11,0.9167,ok,
S002_20260817_225500_06_004,ㅂ,S002/06_ㅂ/S002_20260817_225500_06_004.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_06_005,ㅂ,S002/06_ㅂ/S002_20260817_225500_06_005.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_06_006,ㅂ,S002/06_ㅂ/S002_20260817_225500_06_006.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_06_007,ㅂ,S002/06_ㅂ/S002_20260817_225500_06_007.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_06_008,ㅂ,S002/06_ㅂ/S002_20260817_225500_06_008.mp4,122,30.0,12,11,0.9167,ok,
S002_20260817_225500_06_009,ㅂ,S002/06_ㅂ/S002_20260817_225500_06_009.mp4,118,30.0,12,11,0.9167,ok,
S002_20260817_225500_06_010,ㅂ,S002/06_ㅂ/S002_20260817_225500_06_010.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_07_001,ㅅ,S002/07_ㅅ/S002_20260817_225500_07_001.mp4,122,30.0,12,7,0.5833,review,detection_rate_below_0.8
S002_20260817_225500_07_002,ㅅ,S002/07_ㅅ/S002_20260817_225500_07_002.mp4,121,30.0,12,8,0.6667,review,detection_rate_below_0.8
S002_20260817_225500_07_003,ㅅ,S002/07_ㅅ/S002_20260817_225500_07_003.mp4,122,30.0,12,7,0.5833,review,detection_rate_below_0.8
S002_20260817_225500_07_004,ㅅ,S002/07_ㅅ/S002_20260817_225500_07_004.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_07_005,ㅅ,S002/07_ㅅ/S002_20260817_225500_07_005.mp4,121,30.0,12,11,0.9167,ok,
S002_20260817_225500_07_006,ㅅ,S002/07_ㅅ/S002_20260817_225500_07_006.mp4,122,30.0,12,6,0.5,review,detection_rate_below_0.8
S002_20260817_225500_07_007,ㅅ,S002/07_ㅅ/S002_20260817_225500_07_007.mp4,122,30.0,12,11,0.9167,ok,
S002_20260817_225500_07_008,ㅅ,S002/07_ㅅ/S002_20260817_225500_07_008.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_07_009,ㅅ,S002/07_ㅅ/S002_20260817_225500_07_009.mp4,122,30.0,12,11,0.9167,ok,
S002_20260817_225500_07_010,ㅅ,S002/07_ㅅ/S002_20260817_225500_07_010.mp4,122,30.0,12,8,0.6667,review,detection_rate_below_0.8
S002_20260817_225500_08_001,ㅇ,S002/08_ㅇ/S002_20260817_225500_08_001.mp4,122,30.0,12,11,0.9167,ok,
S002_20260817_225500_08_002,ㅇ,S002/08_ㅇ/S002_20260817_225500_08_002.mp4,118,30.0,12,12,1.0,ok,
S002_20260817_225500_08_003,ㅇ,S002/08_ㅇ/S002_20260817_225500_08_003.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_08_004,ㅇ,S002/08_ㅇ/S002_20260817_225500_08_004.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_08_005,ㅇ,S002/08_ㅇ/S002_20260817_225500_08_005.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_08_006,ㅇ,S002/08_ㅇ/S002_20260817_225500_08_006.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_08_007,ㅇ,S002/08_ㅇ/S002_20260817_225500_08_007.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_08_008,ㅇ,S002/08_ㅇ/S002_20260817_225500_08_008.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_08_009,ㅇ,S002/08_ㅇ/S002_20260817_225500_08_009.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_08_010,ㅇ,S002/08_ㅇ/S002_20260817_225500_08_010.mp4,118,30.0,12,12,1.0,ok,
S002_20260817_225500_09_001,ㅈ,S002/09_ㅈ/S002_20260817_225500_09_001.mp4,109,30.0,12,12,1.0,ok,
S002_20260817_225500_09_002,ㅈ,S002/09_ㅈ/S002_20260817_225500_09_002.mp4,121,30.0,12,11,0.9167,ok,
S002_20260817_225500_09_003,ㅈ,S002/09_ㅈ/S002_20260817_225500_09_003.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_09_004,ㅈ,S002/09_ㅈ/S002_20260817_225500_09_004.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_09_005,ㅈ,S002/09_ㅈ/S002_20260817_225500_09_005.mp4,111,30.0,12,12,1.0,ok,
S002_20260817_225500_09_006,ㅈ,S002/09_ㅈ/S002_20260817_225500_09_006.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_09_007,ㅈ,S002/09_ㅈ/S002_20260817_225500_09_007.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_09_008,ㅈ,S002/09_ㅈ/S002_20260817_225500_09_008.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_09_009,ㅈ,S002/09_ㅈ/S002_20260817_225500_09_009.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_09_010,ㅈ,S002/09_ㅈ/S002_20260817_225500_09_010.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_10_001,ㅊ,S002/10_ㅊ/S002_20260817_225500_10_001.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_10_002,ㅊ,S002/10_ㅊ/S002_20260817_225500_10_002.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_10_003,ㅊ,S002/10_ㅊ/S002_20260817_225500_10_003.mp4,120,30.0,12,12,1.0,ok,
S002_20260817_225500_10_004,ㅊ,S002/10_ㅊ/S002_20260817_225500_10_004.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_10_005,ㅊ,S002/10_ㅊ/S002_20260817_225500_10_005.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_10_006,ㅊ,S002/10_ㅊ/S002_20260817_225500_10_006.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_10_007,ㅊ,S002/10_ㅊ/S002_20260817_225500_10_007.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_10_008,ㅊ,S002/10_ㅊ/S002_20260817_225500_10_008.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_10_009,ㅊ,S002/10_ㅊ/S002_20260817_225500_10_009.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_10_010,ㅊ,S002/10_ㅊ/S002_20260817_225500_10_010.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_11_001,ㅋ,S002/11_ㅋ/S002_20260817_225500_11_001.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_11_002,ㅋ,S002/11_ㅋ/S002_20260817_225500_11_002.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_11_003,ㅋ,S002/11_ㅋ/S002_20260817_225500_11_003.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_11_004,ㅋ,S002/11_ㅋ/S002_20260817_225500_11_004.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_11_005,ㅋ,S002/11_ㅋ/S002_20260817_225500_11_005.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_11_006,ㅋ,S002/11_ㅋ/S002_20260817_225500_11_006.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_11_007,ㅋ,S002/11_ㅋ/S002_20260817_225500_11_007.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_11_008,ㅋ,S002/11_ㅋ/S002_20260817_225500_11_008.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_11_009,ㅋ,S002/11_ㅋ/S002_20260817_225500_11_009.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_11_010,ㅋ,S002/11_ㅋ/S002_20260817_225500_11_010.mp4,103,30.0,12,12,1.0,ok,
S002_20260817_225500_12_001,ㅌ,S002/12_ㅌ/S002_20260817_225500_12_001.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_12_002,ㅌ,S002/12_ㅌ/S002_20260817_225500_12_002.mp4,120,30.0,12,12,1.0,ok,
S002_20260817_225500_12_003,ㅌ,S002/12_ㅌ/S002_20260817_225500_12_003.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_12_004,ㅌ,S002/12_ㅌ/S002_20260817_225500_12_004.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_12_005,ㅌ,S002/12_ㅌ/S002_20260817_225500_12_005.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_12_006,ㅌ,S002/12_ㅌ/S002_20260817_225500_12_006.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_12_007,ㅌ,S002/12_ㅌ/S002_20260817_225500_12_007.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_12_008,ㅌ,S002/12_ㅌ/S002_20260817_225500_12_008.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_12_009,ㅌ,S002/12_ㅌ/S002_20260817_225500_12_009.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_12_010,ㅌ,S002/12_ㅌ/S002_20260817_225500_12_010.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_13_001,ㅍ,S002/13_ㅍ/S002_20260817_225500_13_001.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_13_002,ㅍ,S002/13_ㅍ/S002_20260817_225500_13_002.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_13_003,ㅍ,S002/13_ㅍ/S002_20260817_225500_13_003.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_13_004,ㅍ,S002/13_ㅍ/S002_20260817_225500_13_004.mp4,119,30.0,12,12,1.0,ok,
S002_20260817_225500_13_005,ㅍ,S002/13_ㅍ/S002_20260817_225500_13_005.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_13_006,ㅍ,S002/13_ㅍ/S002_20260817_225500_13_006.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_13_007,ㅍ,S002/13_ㅍ/S002_20260817_225500_13_007.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_13_008,ㅍ,S002/13_ㅍ/S002_20260817_225500_13_008.mp4,112,30.0,12,12,1.0,ok,
S002_20260817_225500_13_009,ㅍ,S002/13_ㅍ/S002_20260817_225500_13_009.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_13_010,ㅍ,S002/13_ㅍ/S002_20260817_225500_13_010.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_14_001,ㅎ,S002/14_ㅎ/S002_20260817_225500_14_001.mp4,122,30.0,12,11,0.9167,ok,
S002_20260817_225500_14_002,ㅎ,S002/14_ㅎ/S002_20260817_225500_14_002.mp4,121,30.0,12,11,0.9167,ok,
S002_20260817_225500_14_003,ㅎ,S002/14_ㅎ/S002_20260817_225500_14_003.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_14_004,ㅎ,S002/14_ㅎ/S002_20260817_225500_14_004.mp4,121,30.0,12,11,0.9167,ok,
S002_20260817_225500_14_005,ㅎ,S002/14_ㅎ/S002_20260817_225500_14_005.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_14_006,ㅎ,S002/14_ㅎ/S002_20260817_225500_14_006.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_14_007,ㅎ,S002/14_ㅎ/S002_20260817_225500_14_007.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_14_008,ㅎ,S002/14_ㅎ/S002_20260817_225500_14_008.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_14_009,ㅎ,S002/14_ㅎ/S002_20260817_225500_14_009.mp4,111,30.0,12,11,0.9167,ok,
S002_20260817_225500_14_010,ㅎ,S002/14_ㅎ/S002_20260817_225500_14_010.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_20_001,ㅏ,S002/20_ㅏ/S002_20260817_225500_20_001.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_20_002,ㅏ,S002/20_ㅏ/S002_20260817_225500_20_002.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_20_003,ㅏ,S002/20_ㅏ/S002_20260817_225500_20_003.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_20_004,ㅏ,S002/20_ㅏ/S002_20260817_225500_20_004.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_20_005,ㅏ,S002/20_ㅏ/S002_20260817_225500_20_005.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_20_006,ㅏ,S002/20_ㅏ/S002_20260817_225500_20_006.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_20_007,ㅏ,S002/20_ㅏ/S002_20260817_225500_20_007.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_20_008,ㅏ,S002/20_ㅏ/S002_20260817_225500_20_008.mp4,105,30.0,12,12,1.0,ok,
S002_20260817_225500_20_009,ㅏ,S002/20_ㅏ/S002_20260817_225500_20_009.mp4,121,30.0,12,12,1.0,ok,
S002_20260817_225500_20_010,ㅏ,S002/20_ㅏ/S002_20260817_225500_20_010.mp4,122,30.0,12,12,1.0,ok,
S002_20260817_225500_21_001,ㅑ,S002/21_ㅑ/S002_20260817_225500_21_001.mp4,111,30.0,12,12,1.0,ok,
S002_20260817_225500_21_002,ㅑ,S002/21_ㅑ/S002_20260817_225500_21_002.mp4,121,30.0,12,12,1.0,ok,
